wxn1,wxn2,wxn3,wxn4,wxn5,wxn6,wxn7,wxn8,wxn9,wxn10,wxn11,wxn12,wxn13,y0
1,495,5.48,3.32,53,34,20,7.24,19,1,5,2,1,0
1,497,5.11,4.53,59,23,21.68,6.26,18,2,3,1,4,1
1,498,4.44,3.55,26,33,21.23,6.28,17,1,5,1,1,1
1,499,7.3,2.55,22,31,20.4,5.96,14,1,5,1,1,0
1,500,6,2.9,16,29,22.656,7.56,26,1,5,1,4,1
1,502,7.22,5.1,49,31,22.321,3.2,17,2,5,2,1,0
1,503,5.39,4.63,28,26,21.872,7.83,22,1,5,2,1,1
1,504,7.63,4.65,25,29,23.283,5.51,25,2,3,1,2,1
1,505,10.4,8.74,38,26,19.959,4.94,14,1,5,1,4,1
1,507,7.18,10.44,63,32,18.975,6.79,23,2,3,2,1,1
1,509,6.08,8.57,20,31,17.8,8.35,20,2,3,1,4,1
1,510,7.29,6.05,38,30,18.07,3.59,12,2,3,1,6,0
1,511,6.53,11.12,35,30,28.48,16.37,32,1,5,2,2,0
1,513,8.98,3.91,20,32,22.507,5.77,17,2,5,2,1,0
1,514,7.56,6.19,57,30,21.766,7.95,21,2,3,1,1,0
1,517,7.29,5.09,26,25,19.334,2.89,12,2,3,1,4,0
1,518,6.56,4.8,20,29,19.814,6.37,14,2,5,1,1,0
1,519,6.69,4.23,24,26,25.04,4.06,17,1,5,2,6,1
1,520,5.87,4.53,10,29,20.447,4.54,16,1,5,2,1,1
1,521,6.165,7.91,37,30,19.107,7.76,13,1,5,1,2,1
1,522,7.43,6.67,26,29,19.052,11.13,20,1,5,1,1,0
1,523,8.14,4.44,30,30,19.736,3.31,11,1,5,1,4,0
1,524,6.5,16.85,16,21,28.304,9.66,18,1,5,1,2,1
1,525,7.47,5.22,28,29,19.628,2.82,12,1,5,1,1,1
1,526,7.72,4.39,27,30,20.173,4.16,23,2,5,1,1,1
1,527,7.23,5.71,25,32,20.24,3.68,17,2,3,2,1,0
1,528,11.09,9.55,23,24,18.667,7.44,17,2,5,2,4,1
1,529,4.39,13.82,43,27,25.076,14.4,31,2,5,1,2,1
1,530,7.57,6.27,39,34,23.424,5.08,19,2,5,2,4,1
1,531,7.72,7.01,65,31,20.701,11.81,18,2,3,1,1,1
1,532,10.23,12.47,24,29,25.077,5.57,22,1,5,1,1,1
1,533,8.6,9.64,33,30,19.052,8.25,20,2,5,1,1,1
1,534,7.27,11.45,23,27,24.777,13.97,32,1,5,2,4,1
1,535,6.59,4.47,30,30,19.979,8.83,17,2,3,2,1,1
1,537,6.55,8.09,29,34,27.79,5,25,1,5,2,1,1
1,540,9.93,11.59,70,29,21.778,4.64,27,1,5,2,1,0
1,543,6.42,4.96,49,31,22.308,5.62,19,2,5,1,1,1
1,544,6.06,15.27,51,30,19.628,4.68,29,2,3,1,4,0
1,545,6.22,3.72,26,33,20.449,9.39,23,2,5,1,1,1
1,546,7.47,4.91,48,28,22.583,2.31,14,2,3,2,1,1
1,547,6.92,6.57,45,26,20.661,3.85,18,1,5,1,4,1
1,548,7.25,15.3,43,28,20.006,13.86,29,2,3,1,2,1
1,549,5.78,6.04,24,24,24.65,3.57,14,2,3,1,1,0
1,550,5.46,3.79,20,28,19.563,7.35,20,2,3,2,1,1
1,554,4.93,4.62,34,32,21.17,8.72,19,1,5,1,4,0
1,555,6.55,3.42,51,27,19.959,5.87,16,1,5,2,1,1
1,556,7.82,5.36,38,28,19.141,3.04,14,1,5,1,4,1
1,557,7.68,30.79,33,29,22.1,8.54,15,2,3,2,1,0
1,558,5.68,3.34,18,28,22.039,7.51,8,2,3,1,4,0
1,559,5.58,5.02,27,22,21.36,2.21,10,2,5,1,4,1
1,560,5.83,3.84,54,27,22.583,4.05,16,2,5,1,1,1
1,561,6.84,12.34,43,31,25.797,7.52,31,2,5,1,2,1
1,563,6.88,8.19,52,30,20.313,3.9,25,1,5,2,4,1
1,565,5.98,6.76,68,31,20.559,5.04,17,2,3,1,3,0
1,567,10.93,3.7,21,28,19.47,7.35,23,2,3,2,1,1
1,568,5.81,3.25,27,31,22.318,4.34,18,2,5,1,4,1
1,570,6.21,5.44,32,34,23.62,9.04,15,1,5,2,2,1
1,571,6.36,4.77,25,31,17.962,7.3,20,1,5,1,1,0
1,573,8.79,6.96,55,30,24.342,4.77,23,2,5,2,1,1
1,574,6.28,3.7,38,32,17.482,5.98,17,1,5,1,2,1
1,575,8.31,5.5,24,29,18.08,5.04,15,1,5,2,1,1
1,576,6.63,3.52,42,31,24.24,14.67,25,1,5,2,1,1
1,579,7.02,7.71,56,31,19.879,4.88,15,1,5,1,1,1
1,582,6.8,4.64,36,26,22.266,5.9,20,2,5,2,1,1
1,583,7.01,13.29,24,30,30.801,8.02,30,1,5,2,1,1
1,584,7.96,3.97,40,28,19.1,7.59,16,2,3,1,4,0
1,585,7.65,5.27,61,33,18.314,5.42,19,1,5,2,1,1
1,586,9.91,7.96,52,32,19.979,4.17,10,2,3,1,1,1
1,587,9.32,6.46,30,24,21.908,8.54,24,1,5,1,1,0
1,588,7.53,15.33,46,28,24.836,5.88,14,2,5,1,1,1
1,589,6.57,5.09,33,29,24.23,6.44,16,1,5,2,2,1
1,590,6.16,3.49,36,34,22.27,8.55,25,1,5,2,4,0
1,591,8.9,5.82,49,25,22.833,4.73,10,1,5,1,4,1
1,593,8.8,3.37,58,31,20.701,3.1,13,2,3,1,4,0
1,594,7.34,6.28,30,30,17.998,2.86,11,2,3,2,1,0
1,595,6.57,4.63,57,23,19.628,5.87,20,1,5,1,1,1
1,596,6.2,2.97,24,30,24.14,7.81,19,1,5,1,2,0
1,597,5.37,2.46,15,27,18.827,4.23,13,2,3,2,1,0
1,598,6.29,11.71,24,26,26.107,9.63,27,1,5,2,1,0
1,599,9.03,2.67,53,24,17.898,6.23,16,2,5,1,1,0
1,600,8.44,8.66,35,26,27.548,9.78,23,1,5,2,1,0
1,601,9.05,4.07,37,27,19.91,5.77,13,1,5,1,4,1
1,602,8.04,5.72,38,33,22.31,7.31,15,1,5,1,1,1
1,603,7.71,4.12,8,31,19.531,3.79,17,2,5,1,6,1
1,604,5.79,5.87,20,29,24.69,5.45,16,2,3,1,1,1
1,605,6.15,4.38,58,27,24.088,6.32,17,2,3,1,4,0
1,606,8.4,8.43,41,29,20.797,5.02,21,2,3,1,2,1
1,607,9.54,5.34,24,32,20.83,10.76,15,1,5,2,1,0
1,608,7.17,2.93,30,29,24.65,5.84,16,2,5,1,1,0
1,610,5.64,5.57,49,22,21.929,6.17,16,2,3,2,4,1
1,611,8.49,6.86,34,31,20.76,9.16,24,1,5,1,1,0
1,612,6.64,4.07,24,23,25.631,6.46,10,1,5,1,2,1
1,613,6.64,6.35,58,27,21.631,5.15,18,1,5,1,1,0
1,614,7.7,5.75,52,34,18.359,11.78,14,1,5,1,4,0
1,615,8.06,2.63,24,27,24.768,11.41,27,1,5,1,1,1
1,617,7.21,3.3,32,28,17.746,3.76,15,2,3,1,4,1
1,618,6.39,4.45,26,29,22.656,8.56,15,2,5,2,4,0
1,619,6.54,15.91,32,34,28.508,11.92,37,1,5,2,2,1
1,620,5.69,3.2,21,28,22.376,2.81,13,2,3,2,4,1
1,624,7.9,3.81,53,28,18.08,6.94,16,2,3,1,4,1
1,625,8.01,7.86,27,32,18.819,7.2,16,1,5,1,4,1
1,626,7.22,8.69,36,25,21.22,10.22,20,1,5,2,1,1
1,628,6.4,7.51,69,32,18.827,5.58,14,1,5,2,4,1
1,631,6.92,4.93,27,31,22.959,6,15,2,3,2,4,1
1,633,7.8,11.75,62,24,23.233,12.24,24,2,3,2,2,1
1,634,4.03,3.54,24,23,28.04,3.97,20,2,3,2,1,0
1,635,7.73,3.92,29,34,22.85,5.25,8,2,5,1,1,1
1,636,7.55,6.05,25,27,18.904,4.98,11,1,5,1,4,1
1,637,7.52,5.66,48,26,17.506,2.08,10,2,3,1,1,1
1,638,7.39,2.89,60,33,23.533,5.79,17,2,5,1,3,1
1,640,7.26,4.65,42,28,21.755,3.4,12,2,5,2,1,0
1,641,6.93,3.23,23,28,21.03,9.72,15,2,3,1,1,0
1,642,8.98,5.2,44,31,22.681,4.97,21,2,3,1,1,1
1,643,6.11,5.87,51,33,30.916,4.96,26,2,3,1,2,0
1,644,5.39,10.77,45,29,22.313,23.4,29,2,5,1,2,1
1,646,7.07,3.76,44,28,21.338,5.12,14,1,5,1,4,0
1,648,5.32,4.02,4,30,20.964,13.06,30,1,5,2,2,1
1,650,6.41,3.82,27,27,20.2,7.26,18,1,5,2,1,1
1,651,6.88,5.31,50,26,21.09,4.2,19,1,5,1,1,1
1,652,6.79,5.85,36,27,19.133,4.08,17,2,5,1,3,1
1,653,5.28,3.79,26,32,21.231,4.58,22,2,5,1,1,1
1,654,5.84,3.97,24,26,21.259,8.24,24,2,5,1,4,1
1,655,6.16,12.6,39,29,21.79,9.27,23,2,5,1,2,1
1,657,7.07,4.32,50,30,18.52,5.09,11,1,5,1,2,1
1,658,6.36,2.82,27,34,21.644,3.29,21,2,3,2,1,1
1,662,6.59,1.96,35,28,25.149,3.33,16,2,5,1,4,1
1,663,7.61,7.46,14,32,22.444,7.19,15,1,5,1,4,0
1,665,8.75,12.29,32,29,20.69,5.44,22,2,3,1,2,1
1,669,5.82,4.01,25,24,27.84,7.35,33,2,5,1,2,1
1,671,10.4,3.71,32,34,20.58,3.49,16,1,5,2,4,0
1,672,6.57,10.31,29,27,30.12,11.56,38,1,5,1,1,0
1,673,6.45,3.58,24,30,21.6,3.76,17,2,5,1,4,0
1,674,7.84,19.91,37,25,24.444,4.01,14,2,3,1,1,0
1,675,5.45,4.82,15,30,23.191,9.6,23,1,5,1,1,0
1,677,8.74,3.57,62,31,19.068,5.08,14,2,5,1,1,0
1,678,6.17,4.63,52,30,21.83,3.58,11,2,5,1,4,1
1,679,7.97,7.64,45,30,18.491,6.11,20,1,5,1,4,1
1,680,5.38,2.95,70,28,20.508,7.16,24,1,5,2,1,0
1,681,5.66,4.72,25,31,23.733,7.27,18,1,5,1,1,0
1,682,5.95,5.67,13,22,20.28,2.48,10,2,3,1,4,0
1,683,8.76,5.2,32,31,19.88,4.25,15,2,5,1,4,1
1,684,8.73,4.08,42,28,19.929,5.29,15,1,5,2,1,1
1,686,7.23,3.25,23,31,23.15,5.1,13,2,5,2,1,1
1,687,6.1,6.17,70,33,17.97,3.48,10,1,5,1,1,0
1,688,7.56,2.34,32,25,32.659,5.13,17,2,3,1,4,1
1,689,5.85,6.57,48,34,18.518,7.7,18,2,3,1,4,0
1,690,9.11,4.4,26,31,19.289,4.93,16,1,5,2,1,1
1,691,7.47,6.22,11,31,23.53,8.78,19,2,5,1,1,1
1,692,7.24,5.08,40,27,19.814,5.5,12,1,5,1,1,0
1,693,7.51,12.77,28,27,22.074,9.9,31,1,5,1,4,1
1,694,8.14,3.01,22,33,17.53,8.18,19,1,5,1,1,1
1,699,7.51,8.86,30,22,21.967,6.16,16,2,5,1,4,1
1,701,10.03,5.25,38,34,21.76,4.52,15,1,5,1,1,1
1,703,5.92,15.01,37,30,19.147,18.63,37,1,5,2,1,0
1,704,7.94,8,44,31,19.068,6,16,1,5,1,2,1
1,706,5.12,2.09,37,28,20.429,4.47,13,2,5,1,6,0
1,708,7.98,9.45,55,26,27.993,7.68,29,2,3,1,2,1
1,709,7.38,8.04,25,32,21.094,2.81,11,1,5,2,1,1
1,710,6.07,7.05,44,33,27.054,7.92,19,2,3,1,1,1
1,711,6.41,4.57,41,27,21.359,5.47,19,1,5,1,1,1
1,713,7.77,6.58,20,27,17.625,7.86,16,1,5,1,4,1
1,714,5.78,4.88,58,32,21.644,4.48,9,2,5,1,4,1
1,715,7.36,5.2,28,31,22.89,4.99,27,1,5,2,1,1
1,716,8.8,3.58,49,32,21.368,9.65,13,1,5,2,1,1
1,719,6.81,13.8,38,28,20.429,14.82,28,2,3,1,2,1
1,720,8.52,7.31,47,29,20.08,3.78,14,1,5,1,4,1
1,721,8.28,5.83,58,27,20.569,1.73,10,2,3,1,1,1
1,722,7.35,3.38,40,33,25.64,5.71,21,2,5,2,1,1
1,723,7.01,3.56,28,31,21.631,3.34,14,2,5,1,4,1
1,725,7.6,8.94,30,30,22.321,8.93,13,2,5,1,1,1
1,726,8.15,13.14,40,27,29.032,5.32,27,2,5,1,1,1
1,727,6.66,20.48,12,27,25.477,4.86,14,2,5,1,4,1
1,728,6.96,6.07,19,33,17.19,5.09,17,1,5,1,2,1
1,729,6.2,6.49,74,28,36.738,6.61,29,2,3,1,4,0
1,731,6.45,4.23,56,28,19.1,8.22,21,2,5,2,1,1
1,732,7.57,6.82,25,28,27.89,12.71,19,1,5,2,1,1
1,733,6.53,3.64,53,29,20.937,4.77,15,2,3,2,2,0
1,736,7.93,4.71,31,27,24.836,8.85,18,2,5,1,2,1
1,737,6.04,7.06,47,33,20.173,9.37,29,1,5,2,1,1
1,738,8.71,8.96,46,27,20.576,7.83,14,2,3,1,1,0
1,739,5.78,3.02,25,27,20.701,6.21,14,2,5,2,1,1
1,741,7.94,4.06,32,32,22.68,5.68,22,2,5,1,1,1
1,744,6.42,5.55,21,28,22.59,2.95,14,2,5,1,3,0
1,746,4.7,4.05,27,31,21.72,8.86,22,1,5,2,4,1
1,747,6.52,19.25,36,31,21.872,23.5,45,2,3,1,2,0
1,748,6.24,2.37,35,32,19.563,3.93,13,2,3,1,1,0
1,751,8.1,4.86,36,31,20.83,5.21,21,2,5,1,3,1
1,752,8.65,11.16,48,24,19.297,8.09,13,2,3,1,4,0
1,753,6.72,2.7,27,29,21.094,2.25,16,2,5,1,2,1
1,755,7.13,11.77,25,32,25.721,18.39,41,2,3,2,2,0
1,756,7.57,8.2,41,32,22.94,7.61,16,2,3,1,6,1
1,757,5.56,5.41,31,29,21.126,1.58,15,2,3,1,1,0
1,758,10.09,9.13,55,25,18.222,4.05,22,2,3,1,4,1
1,759,9.34,4.11,13,31,24.558,5.86,17,1,5,1,4,0
1,760,5.71,1.74,10,26,19.835,2.99,21,2,3,2,1,1
1,762,5.53,7.67,39,31,23.725,6.27,17,1,5,1,1,1
2,764,6.81,5.67,32,34,21.926,3.22,10,2,5,2,1,1
2,767,6.44,4.08,29,33,25.911,8.01,30,2,5,1,4,1
2,768,6.82,5.03,42,26,21.875,4.78,17,2,5,1,2,1
2,769,6.48,8.31,45,28,26.898,6.5,21,2,5,1,2,0
2,771,6.83,5.43,50,32,20.889,4.38,26,1,5,2,1,1
2,772,5.93,8.53,28,31,17.69,5.53,16,1,5,1,1,1
2,773,9.9,5.59,29,34,22.214,10.62,22,2,3,1,4,0
2,774,5.71,5.05,3,29,19.26,2.54,12,1,5,2,1,0
2,775,8.21,5.15,74,29,23.702,2.74,12,2,5,1,1,0
2,778,5.27,4.2,18,27,28.251,12.26,19,1,5,1,4,0
2,779,4.86,2.14,24,28,29.74,3.64,13,1,5,2,4,1
2,780,8.32,22.42,72,30,24.35,6.02,27,2,3,1,2,1
2,781,5.39,5.88,46,28,21.99,4.06,16,2,5,2,1,1
2,782,6.09,3.05,32,25,21.12,4.6,15,2,5,1,1,1
2,783,7.36,6.1,40,31,20.45,7.3,22,1,5,2,1,0
2,784,7.44,7.66,46,30,19.025,9.25,14,1,5,2,1,0
2,785,5.94,4.82,34,30,22.137,7.64,19,1,5,1,2,1
2,786,8.07,6.46,32,30,19.1,2.03,18,1,5,1,1,0
2,789,5.88,3.02,15,33,26.35,5.69,15,2,5,2,1,1
2,790,6.77,4.18,62,25,19.141,3.16,7,1,5,1,3,1
2,793,5.66,2.69,39,22,24.887,2.78,15,2,3,1,6,0
2,794,7.73,7.95,59,27,25.53,4.77,15,2,3,2,2,0
2,795,6.89,4.72,37,28,21.09,6.23,15,2,5,1,1,1
2,796,8.26,3.65,39,25,21.936,5.04,19,2,3,1,1,1
2,799,7.34,3.11,23,28,21.09,2.24,8,1,5,1,1,1
2,800,7.34,3.11,23,28,21.09,2.24,8,1,5,1,1,1
2,801,5.35,3.29,35,27,23.139,4.78,17,1,5,1,1,0
2,802,6.34,5.81,17,25,25.778,3.74,22,2,5,2,1,1
2,803,7.52,4.27,18,29,26.898,13.02,23,1,5,1,1,0
2,804,6.66,2.98,32,30,23.42,2.77,12,2,3,1,4,1
2,805,4.83,4.23,31,28,26.667,4.17,15,2,5,2,1,1
2,807,7.56,7.2,66,34,22.477,9.27,17,1,5,1,1,1
2,808,6.97,5.77,33,30,23.44,7.75,18,1,5,1,1,0
2,809,6.38,6.34,67,27,19.721,10.71,30,1,5,2,2,0
2,810,7.96,5.39,29,30,19.563,5.77,15,2,3,1,1,0
2,811,6.51,4.68,47,32,20.429,5.06,12,2,3,2,1,1
2,812,6.67,3.25,46,32,19.34,3.08,9,2,3,2,1,0
2,813,7.58,6.2,20,20,23.068,6.12,22,2,3,2,5,1
2,814,4.74,1.78,32,29,23.73,5.02,13,2,5,2,1,1
2,815,6.02,4.59,66,32,24.61,7.43,17,1,5,1,2,1
2,816,5.91,6.89,34,29,19.835,6.84,19,2,3,1,1,0
2,817,6.15,3.55,18,27,23.936,12.76,17,1,5,1,2,0
2,819,8.5,8.98,49,31,23.101,3.38,17,2,5,2,2,1
2,820,5.5,2,27,34,24.04,6.69,15,2,3,1,1,1
2,821,5.66,1.91,34,29,26.402,6.05,17,2,3,1,1,1
2,823,7.04,6.51,49,33,21.604,4.43,17,2,3,1,1,0
2,825,5.01,6.82,18,28,24.088,7.34,33,2,3,1,1,0
2,826,4.93,2.87,39,29,22.862,3.85,21,2,5,1,1,1
2,827,6.76,6.15,20,29,16.955,8.41,13,1,5,1,4,1
2,829,7.6,7.25,46,25,30.801,11.67,30,2,5,2,1,1
2,831,7.94,5.12,33,27,17.26,3.14,18,2,5,1,1,1
2,833,5.52,3.26,26,27,22.1,3.08,11,2,5,1,1,1
2,834,7.88,2.43,25,33,21.36,4.49,9,2,3,1,4,0
2,836,6.92,4.41,39,27,22.547,6.45,12,2,5,2,1,1
2,837,6.04,4.68,50,30,21.502,6.03,20,1,5,1,1,1
2,838,7.11,5.21,74,30,18.207,6.02,21,2,3,1,1,1
2,840,8.32,6.62,21,31,21.778,8.59,22,2,5,2,1,0
2,841,5.52,3.7,29,32,27.34,9.41,17,1,5,2,1,1
2,842,6.15,6.75,34,25,26.023,7.5,22,2,5,1,1,1
2,844,7.12,4.98,40,25,27.055,5.1,19,2,3,1,2,1
2,845,7.17,5.33,29,29,23.951,13.47,26,1,5,1,1,1
2,846,7.66,4.14,25,26,19.835,3.54,13,2,3,1,1,0
2,847,6.92,7.29,34,26,24.974,6.74,21,1,5,1,2,1
2,848,7.12,4.85,25,28,18.827,5.1,18,2,3,2,4,0
2,849,6.54,5.19,26,27,20.904,9.07,31,2,5,1,2,1
2,850,8.64,4.72,20,28,20.088,5.03,12,2,3,2,1,0
2,851,7.43,9.38,38,24,22.06,8.59,21,2,3,1,1,0
2,852,8.74,5.02,28,28,20.703,4.2,14,2,5,1,1,1
2,854,6.82,18.15,37,30,22.074,21.94,33,2,3,2,4,1
2,855,7.79,14.34,20,29,22.477,8.58,30,1,5,1,2,0
2,856,6.78,3.09,25,32,20.444,4.99,19,2,3,1,4,0
2,858,6.88,12.37,35,32,24.805,5.42,19,2,5,2,2,1
2,859,6.38,3.27,37,33,25.218,3.35,18,2,3,1,1,1
2,860,5.07,3.64,32,30,20.13,7.47,21,1,5,1,1,0
2,861,6.48,6.3,31,30,21.05,7.4,15,1,5,2,1,1
2,862,10.01,6.89,54,29,23.919,3.55,29,2,5,2,1,1
2,865,9.32,5.12,40,31,19.53,4.69,13,2,5,2,4,1
2,866,7.58,3.76,47,31,22.806,6.21,12,1,5,1,4,1
2,867,8.25,2.34,49,21,25,3.12,19,2,3,1,1,0
2,868,6.25,11.96,38,24,22.266,8.13,37,2,5,1,2,1
2,869,8.66,10.62,70,28,21.778,10.51,20,2,5,2,4,1
2,870,8.19,5.39,33,27,20.613,4.12,15,2,5,1,1,1
2,873,7.16,4.32,52,30,20.429,2.14,13,2,3,2,1,0
2,874,5.97,6.54,66,30,20.029,5.59,9,2,3,1,1,1
2,876,6.3,4.39,39,28,23.068,2.68,8,1,5,2,1,1
2,877,4,3.25,17,30,25.4,6.87,21,2,5,2,1,1
2,878,8.1,6.63,24,25,20.31,9.19,18,2,5,1,2,1
2,879,10.15,7.17,28,29,18.827,7.43,23,1,5,2,2,1
2,882,8.57,13.19,68,27,19.563,16.59,22,1,5,2,1,1
2,883,5.3,2.98,21,27,24.465,4.58,16,2,5,1,2,1
2,884,6.44,3.54,23,29,24.341,13.45,17,1,5,2,1,1
2,888,5.92,4.41,23,28,28.04,8.63,17,2,5,1,1,1
2,889,7.3,5.27,49,29,18.07,7.71,30,1,5,2,1,1
2,891,4.89,3.27,31,28,21.621,5.61,19,2,3,1,4,1
2,893,10.05,3.33,19,34,18.195,5.38,15,2,5,1,4,1
2,895,9.56,4.09,11,28,22.06,2.2,10,2,3,1,2,1
2,897,7.59,4.5,11,31,20.281,7.71,17,2,5,1,1,1
2,898,7.07,5.95,28,30,19.35,5.55,22,2,3,1,1,1
2,899,6.84,9.59,22,28,22.6,11.43,29,1,5,1,2,1
2,900,7.55,4.2,27,27,28.72,17.96,20,2,5,1,4,1
2,902,5.8,4,17,26,27.93,8.03,21,1,5,1,1,1
2,903,8.52,4.1,22,32,24.34,6.35,19,2,5,2,1,0
2,904,5.26,1.29,34,32,22.43,3.64,14,2,5,1,1,1
2,905,4.42,6.1,32,24,22.29,7.42,11,1,5,1,1,1
2,906,7.29,4.56,32,29,22.032,7.48,17,2,3,1,4,1
2,907,8.56,6.32,33,28,21.228,4.94,21,2,3,2,2,0
2,909,7.23,3.64,27,31,21.228,5.23,12,1,5,1,1,0
2,910,7.55,3.53,58,25,26.107,2.24,10,2,3,1,2,1
2,911,6.51,5.31,37,32,23.31,7.2,14,1,5,2,1,0
2,912,6.51,5.05,37,30,18.02,5.75,13,1,5,2,1,0
2,913,7.75,4.64,23,31,22.206,3.04,10,2,3,2,1,0
2,914,4.71,2.04,16,30,29.05,3.67,22,2,3,1,4,1
2,915,7.95,7.25,20,27,20.45,5.77,20,1,5,2,1,1
2,917,10.83,4.08,20,29,21.48,3.34,10,2,3,2,4,1
2,918,6.78,5.3,62,26,23.14,6.73,14,2,5,2,1,1
2,920,4.37,4.05,14,30,22.74,6.11,12,1,5,1,1,1
2,921,8.48,12.57,25,28,25.299,17.84,29,1,5,1,2,1
2,922,5.85,3.16,28,31,19.957,6.95,14,2,5,2,1,1
2,925,8.9,8,27,30,19.22,3.71,14,2,5,1,4,0
2,926,7.24,4.15,51,31,19.723,2.71,13,1,5,1,1,1
2,928,5.6,4.13,28,30,26.56,3.93,15,1,5,1,1,1
2,929,6.78,3.89,37,32,26.402,4.15,16,2,5,1,1,1
2,931,8.45,8.84,22,26,23.828,7.51,38,2,3,2,2,0
2,932,5.1,3.4,43,30,21.908,6.75,10,2,3,1,4,1
2,933,7.67,5.37,23,33,26.22,3.45,10,1,5,2,1,0
2,934,7.37,12.44,51,33,22.266,21.04,40,1,5,2,2,1
2,935,5.97,13.64,41,25,20.444,7.46,19,2,3,2,1,1
2,936,7.41,12.94,37,28,24.088,15.32,27,2,3,1,2,1
2,938,6.16,6.16,25,24,24.69,4.15,17,2,5,1,4,1
2,939,5.56,6.1,23,30,22.266,11.38,23,2,5,2,1,1
2,941,8.29,4.07,44,30,18.03,10.72,18,2,3,1,1,0
2,942,5.5,3.61,37,32,21.953,4.53,12,1,5,1,4,0
2,943,5.97,2.58,46,30,22.21,2.14,13,1,5,1,4,1
2,944,7.81,4.32,30,29,19.07,5.05,15,1,5,2,1,1
2,945,8.8,3.94,36,27,21.85,5.31,23,1,5,1,4,1
2,946,8.75,8.94,33,27,30.078,12.97,35,1,5,1,2,0
2,947,7.9,7.73,57,28,19.068,8.79,14,1,5,1,4,1
2,948,5.04,2.93,24,29,23.71,6.06,18,1,5,1,2,1
2,949,6.23,4.56,9,27,24.836,6.04,21,2,3,1,1,0
2,950,6.2,9.91,31,29,20.898,12.14,27,1,5,1,2,1
2,951,7.39,5.4,40,27,22.491,6.92,23,2,3,1,3,0
2,953,8.52,5.06,28,34,19.53,3.76,10,2,5,2,1,1
2,954,8.79,4.61,14,30,20.63,2.49,9,2,5,2,4,1
2,955,6.09,5.29,26,30,22.07,4.44,16,2,3,1,2,1
2,956,5.99,2.92,38,31,19.835,4.89,11,1,5,1,4,0
2,957,6.31,2.85,35,29,17.258,5.22,11,2,5,1,1,0
2,958,6.33,2.04,34,29,26.563,5.64,25,2,5,2,1,0
2,959,6.08,5.13,45,27,23.125,3.59,11,2,3,1,1,0
2,960,6.57,4.79,65,34,19.53,7.75,12,1,5,1,1,1
2,961,9.38,4.61,28,33,21.338,2.73,13,2,3,2,1,1
2,962,6.17,3.09,56,26,19.297,5.09,9,1,5,1,1,0
2,963,8.44,8.57,34,26,22.583,4.05,23,1,5,1,1,1
2,964,7.54,5.44,38,27,24.524,6.53,16,1,5,2,1,0
2,967,7.7,8.21,25,29,18.491,7.23,12,1,5,1,1,0
2,968,5.83,5.56,38,24,24.139,10.46,24,2,5,1,1,1
2,970,8.1,14.7,52,29,24.426,8.82,20,2,5,1,2,1
2,971,8.07,6.84,50,30,18.662,14.59,27,2,3,1,2,1
2,972,6.72,5.09,27,27,23.624,4.87,24,1,5,2,1,1
2,973,6.79,1.86,39,23,19.88,3.06,12,2,5,2,1,1
2,974,7.91,3.62,48,25,21.34,8.94,25,2,3,1,1,1
2,975,7.1,4.99,25,30,22.039,6.49,27,1,5,1,2,1
2,976,4.99,6.12,24,30,22.893,4.69,23,2,3,1,4,0
2,977,5.13,4.52,66,23,19.721,2,13,2,5,1,3,0
2,978,9.93,4.39,1,30,22.547,2.54,13,2,3,2,4,1
2,980,7.8,6.36,23,29,22.406,5.8,22,2,3,1,4,1
2,983,7.33,7.18,31,29,25.204,6.92,22,2,5,1,2,1
2,984,5.21,6.93,18,25,21.613,8.04,29,1,5,1,1,1
2,985,7.1,12.76,26,28,25.391,7.77,26,2,5,1,4,1
2,986,6.15,4.55,30,30,22.432,5.27,21,2,3,2,1,0
2,987,6.56,8.79,44,29,26.564,4.89,24,1,5,1,2,1
2,988,8.1,9.13,17,32,22.376,14.43,33,1,5,1,4,0
2,989,6.91,7.63,33,31,18.591,7.64,16,1,5,2,1,1
2,990,6.03,5.5,44,29,20.937,5.18,9,2,3,1,1,0
2,992,7.26,6.27,49,26,27.937,9.16,33,2,5,2,2,1
2,993,5.56,4.22,35,26,21.358,9.86,17,2,3,2,1,0
2,994,4.85,5.13,52,28,18.48,9.02,27,2,3,1,1,1
2,995,6.92,3.3,21,29,25.69,7.81,17,2,5,2,1,0
2,997,5.15,1.67,25,30,24.97,3.09,14,2,3,1,1,0
2,998,5.39,4.07,27,31,23.828,7.26,25,1,5,2,1,1
2,999,7.48,10.52,61,25,18.697,7.63,26,2,3,1,4,0
2,1000,7.92,13.38,34,30,21.79,10.16,27,1,5,2,2,0
2,1001,7.89,6.57,21,25,23.335,2.06,18,2,5,2,1,0
2,1002,4.7,3.77,21,30,27.64,5.97,22,2,5,2,4,1
2,1003,6.64,2.83,58,28,19.223,9.19,14,2,3,1,3,0
2,1004,7.31,5.46,19,28,24.129,5.31,18,2,5,1,1,1
2,1005,8.36,4.22,49,24,19.531,4.67,16,2,5,2,1,1
2,1006,9.41,18.64,39,28,19.148,4.52,18,2,5,1,2,1
2,1007,7.63,4.36,25,26,18.424,4.09,12,2,3,2,1,1
2,1009,7.15,4.35,32,32,20.32,6.46,13,2,3,1,1,1
2,1010,8.46,15.12,71,33,27.689,9.27,33,1,5,1,2,1
2,1013,8.9,9.1,56,27,22.481,8.96,23,2,3,1,2,1
